Number,Name,Position,Age,Height,Weight,College,Team
20,Mackensie Alexander,CB,24,70,192,Clemson,Vikings
28,Bobby McCain,CB,24,71,192,Memphis,Dolphins
41,Ronald Darby,CB,24,71,193,Florida State,Eagles
26,P.J. Williams,CB,24,73,196,Florida State,Saints
28,Justin Coleman,CB,24,71,190,Tennessee,Seahawks
38,Adrian Colbert,CB,24,74,205,Miami,49ers
6,Ashton Lampkin,CB,24,73,189,Oklahoma State,Chiefs
30,Cordrea Tankersley,CB,24,73,196,Clemson,Dolphins
27,Damontae Kazee,CB,24,70,174,San Diego State,Falcons
41,Lenzy Pipkins,CB,24,73,196,Oklahoma State,Packers
37,Arthur Maulet,CB,24,69,190,Memphis,Saints
40,Mike Tyson,CB,24,73,207,Cincinnati,Seahawks
29,Brian Allen,CB,24,75,215,Utah,Steelers
31,Treston Decoud,CB,24,74,210,Oregon State,Texans
39,Justin Currie,DB,24,74,212,Western Michigan,Browns
95,Roy Robertson-Harris,DE,24,79,294,UTEP,Bears
54,Eddie Yarbrough,DE,24,74,259,Wyoming,Bills
97,Ishaq Williams,DE,24,76,253,Notre Dame,Giants
70,Mitchell Loewen,DE,24,77,275,Arkansas,Saints
90,Jonathan Bullard,DE,24,75,296,Florida,Bears
94,Carl Nassib,DE,24,79,275,Penn State,Browns
90,Emmanuel Ogbah,DE,24,76,275,Oklahoma State,Browns
57,Noah Spence,DE,24,74,251,Eastern Kentucky,Buccaneers
99,Charles Tapper,DE,24,74,270,Oklahoma,Cowboys
72,Anthony Lanier II,DE,24,78,286,Alabama A&M,Redskins
93,Joel Heath,DE,24,78,295,Michigan State,Texans
91,Arik Armstead,DE,24,79,292,Oregon,49ers
93,Darius Philon,DE,24,73,300,Arkansas,Chargers
98,Trey Flowers,DE,24,74,265,Arkansas,Patriots
97,Mario Edwards Jr.,DE,24,75,280,Florida State,Raiders
55,Frank Clark,DE,24,75,260,Michigan,Seahawks
95,Christian Covington,DE,24,74,290,Rice,Texans
91,Stephon Tuitt,DE,24,78,303,Notre Dame,Steelers
90,Jadeveon Clowney,DE,24,77,270,South Carolina,Texans
79,Patrick O'Connor,DE,24,76,270,Eastern Michigan,Buccaneers
93,Chris Wormley,DE,24,77,300,Michigan,Ravens
69,Matthew Godin,DE,24,78,295,Michigan,Texans
94,Joey Mbu,DT,24,75,323,Houston,Colts
99,Rodney Coe,DT,24,75,305,Akron,Lions
79,Drew Iddings,DT,24,77,290,South Dakota,Panthers
74,Justin Hamilton,DT,24,74,315,Louisiana,Chiefs
97,Destiny Vaeao,DT,24,76,299,Washington State,Eagles
98,Matt Ioannidis,DT,24,75,305,Temple,Redskins
99,Quinton Jefferson,DT,24,76,291,Maryland,Seahawks
79,Javon Hargrave,DT,24,74,305,South Carolina State,Steelers
99,Rakeem Nunez-Roches,DT,24,74,307,Southern Mississippi,Chiefs
95,David Irving,DT,24,79,290,Iowa State,Cowboys
97,Grady Jarrett,DT,24,73,305,Clemson,Falcons
96,Michael Bennett,DT,24,74,287,Ohio State,Jaguars
98,Ryan Glasgow,DT,24,75,302,Michigan,Bengals
90,Grover Stewart,DT,24,76,333,Albany State (GA),Colts
68,Daniel Ross,DT,24,76,310,null,Cowboys
99,Vincent Taylor,DT,24,74,296,Oklahoma State,Dolphins
91,Carlos Watkins,DT,24,75,305,Clemson,Texans
30,C.J. Ham,FB,24,71,235,Augustana (SD),Vikings
32,Andy Janovich,FB,24,73,238,Nebraska,Broncos
40,Danny Vitale,FB,24,73,239,Northwestern,Browns
44,Lawrence Thomas,FB,24,75,286,Michigan State,Jets
62,Lucas Patrick,G,24,75,313,Duke,Packers
63,Christian Westerman,G,24,75,305,Arizona State,Bengals
60,Connor McGovern,G,24,76,306,Missouri,Broncos
73,Isaac Seumalo,G,24,76,303,Oregon State,Eagles
71,Wes Schweitzer,G,24,76,300,San Jose State,Falcons
66,Joe Dahl,G,24,76,305,Washington State,Lions
75,Ted Karras,G,24,76,305,Illinois,Patriots
76,John Miller,G,24,75,315,Louisville,Bills
69,Shaq Mason,G,24,73,310,Georgia Tech,Patriots
68,Jamon Brown,G,24,76,330,Louisville,Rams
70,Trai Turner,G,24,75,315,LSU,Panthers
63,Cameron Lee,G,24,76,312,Illinois State,Bears
64,J.J. Dielman,G,24,77,300,Utah,Broncos
76,Maurquice Shakir,G,24,76,313,Middle Tennessee,Ravens
67,Kyle Kalis,G,24,76,302,Michigan,Redskins
64,Jordan Roos,G,24,75,302,Purdue,Seahawks
53,Brandon Chubb,LB,24,73,240,Wake Forest,Lions
93,Reggie Gilbert,LB,24,75,261,Arizona,Packers
51,Victor Ochi,LB,24,73,242,Stony Brook,Titans
44,Nick Kwiatkoski,LB,24,74,242,West Virginia,Bears
59,Nick Vigil,LB,24,74,240,Utah State,Bengals
53,Deiontrez Mount,LB,24,77,253,Louisville,Broncos
53,Joe Schobert,LB,24,73,245,Wisconsin,Browns
59,Devante Bond,LB,24,73,236,Oklahoma,Buccaneers
48,Terrance Smith,LB,24,74,235,Florida State,Chiefs
59,Reggie Ragland,LB,24,73,252,Alabama,Chiefs
59,De'Vondre Campbell,LB,24,75,234,Minnesota,Falcons
93,B.J. Goodson,LB,24,73,241,Clemson,Giants
58,Deon King,LB,24,74,220,Norfolk State,Jaguars
50,Blake Martinez,LB,24,74,237,Stanford,Packers
52,Jared Norris,LB,24,73,238,Utah,Panthers
57,Cory James,LB,24,73,230,Colorado State,Raiders
58,Cory Littleton,LB,24,75,225,Washington,Rams
57,Brennan Scarlett,LB,24,76,265,Stanford,Texans
52,Aaron Wallace,LB,24,74,242,UCLA,Titans
40,Kentrell Brothers,LB,24,73,242,Missouri,Vikings
57,Eli Harold,LB,24,75,265,Virginia,49ers
56,Shane Ray,LB,24,75,245,Missouri,Broncos
53,Justin March-Lillard,LB,24,73,222,Akron,Cowboys
57,Damien Wilson,LB,24,73,245,Minnesota,Cowboys
46,Neville Hewitt,LB,24,74,234,Marshall,Dolphins
55,David Mayo,LB,24,74,245,Texas State,Panthers
55,Cameron Lynch,LB,24,73,229,Syracuse,Rams
50,Martrell Spaight,LB,24,73,243,Arkansas,Redskins
48,Bud Dupree,LB,24,76,269,Kentucky,Steelers
59,Aaron Lynch,LB,24,78,270,South Florida,49ers
48,Donavin Newsom,LB,24,74,240,Missouri,49ers
56,Hardy Nickerson,LB,24,73,235,Illinois,Bengals
41,Jerrol Garcia-Williams,LB,24,74,235,Hawai'i,Broncos
49,Riley Bullough,LB,24,74,228,Michigan State,Buccaneers
56,Jermaine Grace,LB,24,73,223,Miami,Colts
59,Chase Allen,LB,24,75,250,Southern Illinois,Dolphins
45,Vince Biegel,LB,24,75,246,Wisconsin,Packers
43,Brady Sheldon,LB,24,77,230,Ferris State,Raiders
56,Tim Williams,LB,24,75,260,Alabama,Ravens
53,Gimel President,LB,24,75,275,Illinois,Texans
54,LaTroy Lewis,LB,24,75,254,Tennessee,Texans
57,Shaan Washington,LB,24,75,220,Texas A&M,Vikings
44,Jeff Overbaugh,LS,24,73,236,San Diego State,Vikings
43,Drew Ferris,LS,24,73,212,Florida,Buccaneers
90,Kyle Peko,NT,24,73,305,Oregon State,Broncos
91,Eddie Goldman,NT,24,76,320,Florida State,Bears
55,Danny Shelton,NT,24,74,335,Washington,Browns
72,Justin Murray,OT,24,77,304,Cincinnati,Bengals
62,Le'Raven Clark,OT,24,77,311,Texas Tech,Colts
73,Joe Haeg,OT,24,78,305,North Dakota State,Colts
72,Halapoulivaati Vaitai,OT,24,78,320,TCU,Eagles
68,Taylor Decker,OT,24,79,311,Ohio State,Lions
68,Kyle Murphy,OT,24,78,305,Stanford,Packers
74,John Theus,OT,24,78,303,Georgia,Panthers
63,Darrell Williams,OT,24,77,305,South Florida,Rams
70,Kevin Bowen,OT,24,81,346,East Central,Redskins
65,Jerald Hawkins,OT,24,78,305,LSU,Steelers
77,Trent Brown,OT,24,80,355,Florida,49ers
76,Donovan Smith,OT,24,78,338,Penn State,Buccaneers
74,D.J. Humphries,OT,24,77,307,Florida,Cardinals
71,La'el Collins,OT,24,76,320,LSU,Cowboys
75,Andrus Peat,OT,24,79,316,Stanford,Saints
79,Cyrus Kouandjio,OT,24,79,322,Alabama,Broncos
62,Erik Magnuson,OT,24,76,305,Michigan,49ers
78,Darrell Williams Jr.,OT,24,77,310,Western Kentucky,49ers
77,Zach Banner,OT,24,80,360,USC,Browns
69,Will Holden,OT,24,79,312,Vanderbilt,Cardinals
63,Chad Wheeler,OT,24,79,312,USC,Giants
66,Adam Bisnowaty,OT,24,77,310,Pittsburgh,Giants
74,Cole Croston,OT,24,77,315,Iowa,Patriots
69,Jylan Ware,OT,24,79,317,Alabama State,Raiders
76,Aviante Collins,OT,24,76,292,TCU,Vikings
9,Riley Dixon,P,24,76,221,Syracuse,Broncos
8,Drew Kaser,P,24,74,206,Texas A&M,Chargers
8,Justin Vogel,P,24,76,219,Miami,Packers
7,Ka'imi Fairbairn,PK,24,73,190,UCLA,Texans
6,Jeff Driskel,QB,24,76,238,Louisiana Tech,Bengals
6,Cody Kessler,QB,24,73,215,USC,Browns
7,Jacoby Brissett,QB,24,76,235,NC State,Colts
4,Dak Prescott,QB,24,74,238,Mississippi State,Cowboys
7,Nate Sudfeld,QB,24,78,227,Indiana,Eagles
6,Joe Callahan,QB,24,73,216,Wesley College,Packers
3,Jameis Winston,QB,24,76,231,Florida State,Buccaneers
7,Brett Hundley,QB,24,75,226,UCLA,Packers
8,Taylor Heinicke,QB,24,73,210,Old Dominion,Texans
8,Marcus Mariota,QB,24,76,222,Oregon,Titans
3,C.J. Beathard,QB,24,74,215,Iowa,49ers
7,Cooper Rush,QB,24,75,225,Central Michigan,Cowboys
35,Elijhaa Penny,RB,24,73,234,Idaho,Cardinals
35,Russell Hansbrough,RB,24,69,195,Missouri,Chargers
21,J.D. McKissic,RB,24,70,195,Arkansas State,Seahawks
33,Darius Jackson,RB,24,73,221,Eastern Michigan,Browns
37,D.J. Foster,RB,24,73,195,Arizona State,Cardinals
27,Kenneth Farrow,RB,24,69,219,Houston,Chargers
39,Josh Ferguson,RB,24,70,205,Illinois,Colts
32,Kenyan Drake,RB,24,73,211,Alabama,Dolphins
28,Wendell Smallwood,RB,24,70,208,West Virginia,Eagles
30,Jalen Richard,RB,24,68,205,Southern Mississippi,Raiders
33,DeAndre Washington,RB,24,68,205,Texas Tech,Raiders
34,Malcolm Brown,RB,24,71,227,Texas,Rams
30,Kenneth Dixon,RB,24,70,223,Louisiana Tech,Ravens
38,Tre Madden,RB,24,73,235,USC,Seahawks
34,Tyler Ervin,RB,24,70,180,San Jose State,Texans
22,Derrick Henry,RB,24,75,247,Alabama,Titans
29,Duke Johnson Jr.,RB,24,69,210,Miami,Browns
28,Melvin Gordon,RB,24,73,215,Wisconsin,Chargers
31,Akeem Hunt,RB,24,70,185,Purdue,Chiefs
34,Matt Jones,RB,24,74,239,Florida,Colts
36,Jay Ajayi,RB,24,73,223,Boise State,Eagles
26,Tevin Coleman,RB,24,73,210,Indiana,Falcons
24,T.J. Yeldon,RB,24,73,223,Alabama,Jaguars
21,Ameer Abdullah,RB,24,69,203,Nebraska,Lions
34,Thomas Rawls,RB,24,69,215,Central Michigan,Seahawks
39,Mike Davis,RB,24,69,217,South Carolina,Seahawks
32,Joe Williams,RB,24,71,205,Utah,49ers
33,Taquan Mizzell,RB,24,70,170,Virginia,Bears
38,Tion Green,RB,24,73,220,Cincinnati,Lions
41,Lenard Tillery,RB,24,70,198,Southern,Rams
35,Doug Middleton,S,24,73,210,Appalachian State,Jets
45,Charles Washington,S,24,70,192,Fresno State,Lions
35,Jermaine Whitehead,S,24,71,195,Auburn,Packers
26,Deon Bush,S,24,73,205,Miami,Bears
36,DeAndre Houston-Carson,S,24,73,205,William & Mary,Bears
42,Clayton Fejedelem,S,24,73,205,Illinois,Bengals
31,Justin Simmons,S,24,74,202,Boston College,Broncos
26,Derrick Kindred,S,24,70,210,TCU,Browns
40,Ronald Martin,S,24,74,220,LSU,Colts
27,Darian Thompson,S,24,74,208,Boise State,Giants
35,Miles Killebrew,S,24,74,222,Southern Utah,Lions
25,Marwin Evans,S,24,71,211,Utah State,Packers
42,Karl Joseph,S,24,70,205,West Virginia,Raiders
24,Blake Countess,S,24,70,185,Auburn,Rams
28,Sean Davis,S,24,73,202,Maryland,Steelers
31,Kevin Byard,S,24,71,212,Middle Tennessee,Titans
38,Adrian Amos,S,24,73,214,Penn State,Bears
21,Landon Collins,S,24,73,218,Alabama,Giants
36,Brandon King,S,24,74,220,Auburn,Patriots
35,Dymonte Thomas,S,24,74,199,Michigan,Broncos
25,Rayshawn Jenkins,S,24,73,220,Miami,Chargers
37,Randall Goforth,S,24,70,190,UCLA,Eagles
26,Marcus Maye,S,24,71,207,Florida,Jets
86,Austin Traylor,TE,24,75,255,Wisconsin,Broncos
80,Rico Gathers,TE,24,78,285,Baylor,Cowboys
88,Ryan Malleck,TE,24,76,249,Virginia Tech,Texans
45,Alan Cross,TE,24,73,235,Memphis,Buccaneers
81,Ryan O'Malley,TE,24,78,260,Pennsylvania,Giants
83,Ben Koyack,TE,24,77,258,Notre Dame,Jaguars
84,Temarrick Hemingway,TE,24,77,251,South Carolina State,Rams
81,Nick Vannett,TE,24,78,261,Ohio State,Seahawks
89,David Morgan,TE,24,76,265,UT San Antonio,Vikings
87,Geoff Swaim,TE,24,76,260,Texas,Cowboys
86,Nick Boyle,TE,24,76,270,Delaware,Ravens
85,Eric Ebron,TE,24,76,253,North Carolina,Lions
85,George Kittle,TE,24,76,250,Iowa,49ers
82,Cethan Carter,TE,24,75,245,Nebraska,Bengals
86,Mason Schreck,TE,24,77,252,Buffalo,Bengals
82,Antony Auclair,TE,24,77,256,null,Buccaneers
80,Sean Culkin,TE,24,77,255,Missouri,Chargers
43,Shane Smith,TE,24,73,241,San Jose State,Giants
47,Jacob Hollister,TE,24,76,239,Wyoming,Patriots
15,K.J. Brent,WR,24,75,200,Wake Forest,Colts
17,Marvin Hall,WR,24,70,190,Washington,Falcons
16,Jace Billingsley,WR,24,69,189,Eastern Oregon,Lions
14,Mose Frazier,WR,24,71,190,Memphis,Panthers
12,Aaron Burbridge,WR,24,73,208,Michigan State,49ers
80,Chester Rogers,WR,24,73,184,Grambling,Colts
13,Devin Fuller,WR,24,73,194,UCLA,Falcons
18,Roger Lewis,WR,24,73,203,Bowling Green,Giants
11,Robby Anderson,WR,24,75,190,Temple,Jets
11,Trevor Davis,WR,24,73,188,California,Packers
81,Geronimo Allison,WR,24,75,202,Illinois,Packers
10,Chris Moore,WR,24,73,204,Cincinnati,Ravens
13,Michael Thomas,WR,24,75,212,Ohio State,Saints
10,Sammie Coates,WR,24,73,212,Auburn,Browns
10,Adam Humphries,WR,24,71,195,Clemson,Buccaneers
13,Nelson Agholor,WR,24,73,198,USC,Eagles
10,Jaelen Strong,WR,24,74,220,Arizona State,Jaguars
11,Breshad Perriman,WR,24,74,215,UCF,Ravens
80,Jamison Crowder,WR,24,69,177,Duke,Redskins
14,Stefon Diggs,WR,24,73,191,Maryland,Vikings
13,Mike Evans,WR,24,77,231,Texas A&M,Buccaneers
10,Donte Moncrief,WR,24,74,216,Ole Miss,Colts
15,Allen Robinson,WR,24,75,211,Penn State,Jaguars
14,Brandin Cooks,WR,24,70,189,Oregon State,Patriots
12,Sammy Watkins,WR,24,73,211,Clemson,Rams
89,Brandon Reilly,WR,24,74,200,Nebraska,Bills
80,Jehu Chesson,WR,24,74,204,Michigan,Chiefs
10,Mack Hollins,WR,24,76,221,North Carolina,Eagles
12,Dede Westbrook,WR,24,71,178,Oklahoma,Jaguars
84,Keelan Cole,WR,24,73,194,Kentucky Wesleyan,Jaguars
18,ArDarius Stewart,WR,24,71,205,Alabama,Jets
87,JoJo Natson,WR,24,67,153,Akron,Jets
19,Kenny Golladay,WR,24,76,213,Northern Illinois,Lions
18,Cooper Kupp,WR,24,73,205,Eastern Washington,Rams
80,Austin Carr,WR,24,73,195,Northwestern,Saints
84,Amara Darboh,WR,24,74,219,Michigan,Seahawks
--,Antonio Crawford,CB,23,70,185,West Virginia,Steelers
53,Joey Hunt,C,23,74,299,TCU,Seahawks
61,Kyle Fuller,C,23,76,315,Baylor,Texans
65,Pat Elflein,C,23,74,303,Ohio State,Vikings
26,Duke Thomas,CB,23,70,192,Texas,Cowboys
47,Kevin Peterson,CB,23,71,180,Oklahoma State,Rams
31,Mike Hilton,CB,23,69,184,Ole Miss,Steelers
32,Deiondre' Hall,CB,23,74,206,Northern Iowa,Bears
22,Cre'Von LeBlanc,CB,23,71,190,Florida Atlantic,Bears
31,Jalen Mills,CB,23,73,191,LSU,Eagles
20,Jalen Ramsey,CB,23,73,208,Florida State,Jaguars
26,Maurice Canady,CB,23,73,193,Virginia,Ravens
25,Tavon Young,CB,23,69,177,Temple,Ravens
26,Greg Mabin,CB,23,73,200,Iowa,49ers
27,Tre'Davious White,CB,23,71,192,LSU,Bills
27,Brendan Langley,CB,23,73,199,Lamar,Broncos
38,Marcus Rios,CB,23,71,185,UCLA,Broncos
31,Reggie Porter,CB,23,71,185,Utah,Browns
27,David Rivers,CB,23,73,185,Youngstown State,Buccaneers
20,Desmond King,CB,23,70,200,Iowa,Chargers
43,Michael Davis,CB,23,74,196,BYU,Chargers
27,Nate Hairston,CB,23,73,195,Temple,Colts
32,Rasul Douglas,CB,23,74,209,West Virginia,Eagles
31,Derrick Jones,CB,23,74,188,Ole Miss,Jets
34,Jeremy Clark,CB,23,75,220,Michigan,Jets
38,Xavier Coleman,CB,23,71,190,Portland State,Jets
46,Des Lawrence,CB,23,73,185,North Carolina,Lions
35,Corn Elder,CB,23,70,185,Miami,Panthers
43,Jaylen Hill,CB,23,70,185,Jacksonville State,Ravens
31,Fabian Moreau,CB,23,73,198,UCLA,Redskins
38,Joshua Holsey,CB,23,71,195,Auburn,Redskins
34,Justin Hardee,CB,23,73,200,Illinois,Saints
34,Leon McQuay,DB,23,73,195,USC,Chiefs
55,Eric Lee,DE,23,75,260,South Florida,Patriots
99,DeForest Buckner,DE,23,79,300,Oregon,49ers
90,Shaq Lawson,DE,23,75,267,Clemson,Bills
95,Chris Jones,DE,23,78,310,Mississippi State,Chiefs
94,Dean Lowry,DE,23,78,296,Northwestern,Packers
95,Jihad Ward,DE,23,77,295,Illinois,Raiders
97,Morgan Fox,DE,23,75,275,Colorado State-Pueblo,Rams
91,Stephen Weatherly,DE,23,77,265,Vanderbilt,Vikings
56,Dante Fowler Jr.,DE,23,75,255,Florida,Jaguars
92,Leonard Williams,DE,23,77,302,USC,Jets
99,Danielle Hunter,DE,23,77,252,LSU,Vikings
57,DeMarcus Walker,DE,23,76,280,Florida State,Broncos
97,Taco Charlton,DE,23,77,270,Michigan,Cowboys
75,Cameron Malveaux,DE,23,77,276,Houston,Dolphins
91,Avery Moss,DE,23,75,271,Youngstown State,Giants
98,Jeremiah Ledbetter,DE,23,75,295,Arkansas,Lions
91,Bryan Cox,DE,23,75,270,Florida,Panthers
91,Deatrich Wise,DE,23,77,271,Arkansas,Patriots
95,Derek Rivers,DE,23,77,250,Youngstown State,Patriots
42,Patrick Ricard,DE,23,75,304,Maine,Ravens
95,Jonathan Allen,DE,23,75,288,Alabama,Redskins
91,Trey Hendrickson,DE,23,76,270,Florida Atlantic,Saints
93,Trevon Coley,DT,23,73,310,Florida Atlantic,Browns
92,Brian Price,DT,23,75,318,UT San Antonio,Cowboys
70,Aziz Shittu,DT,23,74,288,Stanford,Eagles
96,Sheldon Day,DT,23,73,294,Notre Dame,49ers
75,DaVonte Lambert,DT,23,74,282,Auburn,Buccaneers
90,Robert Nkemdiche,DT,23,76,296,Ole Miss,Cardinals
91,Hassan Ridgeway,DT,23,75,318,Texas,Colts
92,Vernon Butler,DT,23,76,330,Louisiana Tech,Panthers
99,Vincent Valentine,DT,23,75,320,Nebraska,Patriots
75,Darius Latham,DT,23,76,305,Indiana,Raiders
69,Willie Henry,DT,23,74,308,Michigan,Ravens
98,Sheldon Rankins,DT,23,74,305,Louisville,Saints
98,D.J. Reader,DT,23,75,325,Clemson,Texans
90,Malcom Brown,DT,23,74,320,Texas,Patriots
93,D.J. Jones,DT,23,73,321,Ole Miss,49ers
69,Rashaad Coward,DT,23,77,320,Old Dominion,Bears
68,Josh Tupou,DT,23,75,350,Colorado,Bengals
99,Caleb Brantley,DT,23,74,307,Florida,Browns
65,Larry Ogunjobi,DT,23,74,305,Charlotte,Browns
56,Davon Godchaux,DT,23,75,305,LSU,Dolphins
64,Josh Banks,DT,23,75,290,Wake Forest,Giants
94,Dalvin Tomlinson,DT,23,75,317,Alabama,Giants
54,Eli Ankou,DT,23,75,325,UCLA,Jaguars
70,Adam Butler,DT,23,76,300,Vanderbilt,Patriots
94,Eddie Vanderdoes,DT,23,75,305,UCLA,Raiders
92,Tanzel Smart,DT,23,73,290,Tulane,Rams
92,Nazair Jones,DT,23,77,304,North Carolina,Seahawks
94,Jaleel Johnson,DT,23,75,316,Iowa,Vikings
42,Marquez Williams,FB,23,71,260,Miami,Browns
40,Alex Armah,FB,23,73,255,West Georgia,Panthers
62,Alex Redmond,G,23,77,330,UCLA,Bengals
65,Joshua Garnett,G,23,77,321,Stanford,49ers
77,Caleb Benenoch,G,23,77,305,UCLA,Buccaneers
74,Vadal Alexander,G,23,77,325,LSU,Raiders
79,Denver Kirkland,G,23,76,335,Arkansas,Raiders
60,Brandon Greene,G,23,77,295,Alabama,Bears
67,Jordan Morgan,G,23,75,311,Kutztown,Bears
79,Geoff Gray,G,23,77,315,Manitoba,Browns
66,Dan Feeney,G,23,76,310,Indiana,Chargers
77,Forrest Lamp,G,23,76,310,Western Kentucky,Chargers
69,Deyshawn Bond,G,23,73,299,Cincinnati,Colts
77,Adam Pankey,G,23,76,313,West Virginia,Packers
71,Jermaine Eluemunor,G,23,76,338,Texas A&M,Ravens
65,Nico Siragusa,G,23,76,320,San Diego State,Ravens
61,Corey Levin,G,23,76,307,Chattanooga,Titans
63,Danny Isidora,G,23,75,306,Miami,Vikings
52,James Burgess Jr.,LB,23,73,230,Louisville,Browns
54,Bryson Albright,LB,23,77,245,Miami (OH),Cardinals
58,Scooby Wright,LB,23,73,240,Arizona,Cardinals
54,Steve Longa,LB,23,73,240,Rutgers,Lions
57,Jatavis Brown,LB,23,71,221,Akron,Chargers
44,Antonio Morrison,LB,23,73,241,Florida,Colts
54,Kamu Grugier-Hill,LB,23,74,220,Eastern Illinois,Eagles
45,Deion Jones,LB,23,73,222,LSU,Falcons
48,Jordan Jenkins,LB,23,75,259,Georgia,Jets
58,Darron Lee,LB,23,73,232,Ohio State,Jets
52,Elandon Roberts,LB,23,73,235,Houston,Patriots
51,Kamalei Correa,LB,23,75,241,Boise State,Ravens
58,Kwon Alexander,LB,23,73,227,LSU,Buccaneers
54,Shaq Thompson,LB,23,73,230,Washington,Panthers
49,Jimmie Gilbert,LB,23,77,230,Colorado,49ers
55,Pita Taumoepenu,LB,23,73,245,Utah,49ers
56,Reuben Foster,LB,23,73,228,Alabama,49ers
47,Isaiah Irving,LB,23,74,254,San Jose State,Bears
52,Brandon Bell,LB,23,73,230,Penn State,Bengals
50,Jordan Evans,LB,23,74,240,Oklahoma,Bengals
58,Carl Lawson,LB,23,74,260,Auburn,Bengals
58,Matt Milano,LB,23,73,223,Boston College,Bills
40,Tanner Vallejo,LB,23,73,228,Boise State,Bills
43,Joseph Jones,LB,23,73,240,Northwestern,Broncos
50,B.J. Bello,LB,23,74,229,Illinois State,Browns
51,Kendell Beckwith,LB,23,74,243,LSU,Buccaneers
52,Nigel Harris,LB,23,73,230,South Florida,Buccaneers
43,Haason Reddick,LB,23,73,235,Temple,Cardinals
45,Ukeme Eligwe,LB,23,74,239,Georgia Southern,Chiefs
92,Tanoh Kpassagnon,LB,23,79,289,Villanova,Chiefs
58,Tarell Basham,LB,23,76,266,Ohio,Colts
42,Duke Riley,LB,23,73,218,LSU,Falcons
46,Calvin Munson,LB,23,73,241,San Diego State,Giants
52,Donald Payne,LB,23,71,217,Stetson,Jaguars
53,Blair Brown,LB,23,71,238,Ohio,Jaguars
40,Jarrad Davis,LB,23,73,238,Florida,Lions
44,Jalen Reeves-Maybin,LB,23,73,230,Tennessee,Lions
1,David Talley,LB,23,73,236,Grand Valley State,Packers
98,Chris Odom,LB,23,75,262,Arkansas State,Packers
56,Garrett Sickels,LB,23,76,252,Penn State,Rams
53,Bam Bradley,LB,23,71,237,Pittsburgh,Ravens
40,Josh Harvey-Clemons,LB,23,76,226,Louisville,Redskins
41,Otha Peters,LB,23,73,238,Louisiana,Redskins
52,Ryan Anderson,LB,23,74,253,Alabama,Redskins
47,Alex Anzalone,LB,23,75,241,Florida,Saints
90,T.J. Watt,LB,23,76,252,Wisconsin,Steelers
41,Zach Cunningham,LB,23,75,230,Vanderbilt,Texans
51,Dylan Cole,LB,23,73,240,Missouri State,Texans
44,Josh Carraway,LB,23,75,242,TCU,Titans
42,Ben Gedeon,LB,23,74,244,Michigan,Vikings
50,Eric Wilson,LB,23,73,230,Cincinnati,Vikings
69,Reid Ferguson,LS,23,73,244,LSU,Bills
49,Colin Holba,LS,23,76,248,Louisville,Jaguars
42,Thomas Hennessy,LS,23,74,246,Duke,Jets
59,Taybor Pepper,LS,23,76,245,Michigan State,Packers
94,Austin Johnson,NT,23,76,314,Penn State,Titans
94,Rickey Hatley,NT,23,76,320,Missouri,Bills
96,Chunky Clements,NT,23,74,295,Illinois,Texans
67,Laremy Tunsil,OT,23,77,318,Ole Miss,Dolphins
78,Jason Spriggs,OT,23,78,301,Indiana,Packers
79,Ronnie Stanley,OT,23,78,320,Notre Dame,Ravens
65,Germain Ifedi,OT,23,77,325,Texas A&M,Seahawks
78,Jack Conklin,OT,23,78,308,Michigan State,Titans
74,Ereck Flowers,OT,23,78,325,Miami,Giants
76,Kent Perkins,OT,23,77,320,Texas,Bengals
73,Dion Dawkins,OT,23,76,320,Temple,Bills
69,Sam Tevi,OT,23,77,315,Utah,Chargers
72,Taylor Moton,OT,23,77,325,Western Michigan,Panthers
71,Ryan Ramczyk,OT,23,77,314,Wisconsin,Saints
70,Julien Davenport,OT,23,79,315,Bucknell,Texans
5,Bradley Pinion,P,23,77,229,Clemson,49ers
2,Rigoberto Sanchez,P,23,71,195,Hawai'i,Colts
16,Matt Haack,P,23,73,205,Arizona State,Dolphins
6,Nick Rose,PK,23,74,200,Texas,Chargers
2,Aldrick Rosas,PK,23,74,221,Southern Oregon,Giants
3,Wil Lutz,PK,23,71,184,Georgia State,Saints
4,Jake Elliott,PK,23,69,170,Memphis,Eagles
12,Paxton Lynch,QB,23,79,244,Memphis,Broncos
16,Jared Goff,QB,23,76,223,California,Rams
10,Mitchell Trubisky,QB,23,75,222,North Carolina,Bears
2,Nathan Peterman,QB,23,74,225,Pittsburgh,Bills
5,Davis Webb,QB,23,77,230,California,Giants
5,Joshua Dobbs,QB,23,75,216,Tennessee,Steelers
1,Kyle Sloter,QB,23,76,218,Northern Colorado,Vikings
34,Byron Marshall,RB,23,69,201,Oregon,Redskins
24,Jordan Howard,RB,23,73,224,Indiana,Bears
25,Peyton Barber,RB,23,71,225,Auburn,Buccaneers
28,Paul Perkins,RB,23,71,213,UCLA,Giants
36,Dwayne Washington,RB,23,73,223,Washington,Lions
34,Alex Collins,RB,23,70,210,Arkansas,Ravens
--,Keith Marshall,RB,23,71,222,Georgia,Redskins
27,Jonathan Williams,RB,23,73,223,Arkansas,Saints
22,C.J. Prosise,RB,23,73,225,Notre Dame,Seahawks
30,Todd Gurley II,RB,23,73,227,Georgia,Rams
39,Jarveon Williams,RB,23,69,205,UT San Antonio,Bengals
27,Matthew Dayes,RB,23,68,205,NC State,Browns
